InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	Experiments	Methods	Publications	3DStructures	CurationEvents
3395689	Q91VJ5	PQBP1_MOUSE	Pqbp1	Q8WWY3	PRP31_HUMAN	PRPF31	2	2	2	0	2
3412385	Q922U1	PRPF3_MOUSE	Prpf3	Q8WWY3	PRP31_HUMAN	PRPF31	2	2	2	0	2
3414281	Q923D5	WBP11_MOUSE	Wbp11	Q8WWY3	PRP31_HUMAN	PRPF31	2	2	2	0	2
3414311	Q9Z315	SNUT1_MOUSE	Sart1	Q8WWY3	PRP31_HUMAN	PRPF31	2	2	2	0	2
3393636	Q9CQ49	NCBP2_MOUSE	Ncbp2	Q8WX92	NELFB_HUMAN	NELFB	2	2	2	0	3
3414289	Q8BG30	NELFA_MOUSE	Nelfa	Q8WX92	NELFB_HUMAN	NELFB	2	2	2	0	2
3388845	P33215	NEDD1_MOUSE	Nedd1	Q8WX93	PALLD_HUMAN	PALLD	2	2	2	0	2
3389372	Q9Z1B5	MD2L1_MOUSE	Mad2l1	Q8WX93	PALLD_HUMAN	PALLD	2	2	2	0	2
3390262	Q9JJ66	CDC20_MOUSE	Cdc20	Q8WX93	PALLD_HUMAN	PALLD	2	2	2	0	2
3402059	Q80SY4	MIB1_MOUSE	Mib1	Q8WX93	PALLD_HUMAN	PALLD	2	2	2	0	2
3414260	Q8BU11	TOX4_MOUSE	Tox4	Q8WX93	PALLD_HUMAN	PALLD	2	2	2	0	2
3392592	Q62376	RU17_MOUSE	Snrnp70	Q8WXD5	GEMI6_HUMAN	GEMIN6	2	2	2	0	2
3401252	P97801	SMN_MOUSE	Smn1	Q8WXD5	GEMI6_HUMAN	GEMIN6	2	2	2	0	2
3405538	Q91YS4	Q91YS4_MOUSE	Klc2	Q8WXD5	GEMI6_HUMAN	GEMIN6	2	2	2	0	2
3408642	Q5EG47	AAPK1_MOUSE	Prkaa1	Q8WXD5	GEMI6_HUMAN	GEMIN6	2	2	2	0	2
3413831	Q8K1S6	SPIR2_MOUSE	Spire2	Q8WXD5	GEMI6_HUMAN	GEMIN6	2	2	2	0	2
3388992	P62141	PP1B_MOUSE	Ppp1cb	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3394146	O08917	FLOT1_MOUSE	Flot1	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3396812	Q61879	MYH10_MOUSE	Myh10	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	3
3397413	P60710	ACTB_MOUSE	Actb	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3398897	Q9ERG0	LIMA1_MOUSE	Lima1	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3400212	Q9D6P8	CALL3_MOUSE	Calml3	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3400329	Q9JHJ0	TMOD3_MOUSE	Tmod3	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3400460	P58771	TPM1_MOUSE	Tpm1	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3402952	G3X972	G3X972_MOUSE	Sec24c	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3405272	Q8VDD5	MYH9_MOUSE	Myh9	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3405383	Q9WTI7	MYO1C_MOUSE	Myo1c	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3408214	Q9Z1Z0	USO1_MOUSE	Uso1	Q8WXE9	STON2_HUMAN	STON2	2	2	2	0	2
3389625	Q6ZWV7	RL35_MOUSE	Rpl35	Q8WXF1	PSPC1_HUMAN	PSPC1	2	2	2	0	2
3394438	Q8BL66	EEA1_MOUSE	Eea1	Q8WXF1	PSPC1_HUMAN	PSPC1	2	2	2	0	2
3391522	Q8VC57	KCTD5_MOUSE	Kctd5	Q8WXH0	SYNE2_HUMAN	SYNE2	2	2	2	0	2
3392815	Q9WTX6	CUL1_MOUSE	Cul1	Q8WXH0	SYNE2_HUMAN	SYNE2	2	2	2	0	2
3408866	Q9D7F7	CHM4C_MOUSE	Chmp4c	Q8WXH0	SYNE2_HUMAN	SYNE2	2	2	2	0	2
3399349	P61965	WDR5_MOUSE	Wdr5	Q8WXI9	P66B_HUMAN	GATAD2B	2	2	2	0	2
3406279	O35207	CDKA1_MOUSE	Cdk2ap1	Q8WXI9	P66B_HUMAN	GATAD2B	2	2	2	0	2
3406538	Q9Z2E1	MBD2_MOUSE	Mbd2	Q8WXI9	P66B_HUMAN	GATAD2B	2	2	2	0	2
3410490	Q8K4B0	MTA1_MOUSE	Mta1	Q8WXI9	P66B_HUMAN	GATAD2B	2	2	2	0	2
3410502	Q9R190	MTA2_MOUSE	Mta2	Q8WXI9	P66B_HUMAN	GATAD2B	2	2	2	0	2
3388463	Q6P5D4	CP135_MOUSE	Cep135	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3388878	P33215	NEDD1_MOUSE	Nedd1	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3390102	Q7TSG1	CE120_MOUSE	Cep120	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3392396	Q62036	CP131_MOUSE	Cep131	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3401915	Q66JX5	FR1OP_MOUSE	Fgfr1op	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3401967	D3Z482	D3Z482_MOUSE	Ankrd26	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3402013	Q9CZH8	CCD77_MOUSE	Ccdc77	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3402055	Q80SY4	MIB1_MOUSE	Mib1	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3402215	Q8K1M3	Q8K1M3_MOUSE	Prkar2a	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3402242	Q80UF4	SDCG8_MOUSE	Sdccag8	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3402320	Q9D3R3	CEP72_MOUSE	Cep72	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3405074	Q9R0L6	PCM1_MOUSE	Pcm1	Q8WXW3	PIBF1_HUMAN	PIBF1	2	2	2	0	2
3398148	Q9D7K2	TEN1L_MOUSE	Ten1	Q8WY22	BRI3B_HUMAN	BRI3BP	2	2	2	0	2
3393416	Q9Z2V5	HDAC6_MOUSE	Hdac6	Q8WYB5	KAT6B_HUMAN	KAT6B	2	2	2	0	2
3344412	Q6PFD9	NUP98_MOUSE	Nup98	Q8WYP5	ELYS_HUMAN	AHCTF1	4	3	3	0	4
3389554	Q8BH74	NU107_MOUSE	Nup107	Q8WYP5	ELYS_HUMAN	AHCTF1	2	2	2	0	2
3392974	Q8BQ46	Q8BQ46_MOUSE	Taf15	Q8WYQ5	DGCR8_HUMAN	DGCR8	2	2	2	0	2
3395666	P23708	NFYA_MOUSE	Nfya	Q8WYQ5	DGCR8_HUMAN	DGCR8	2	2	2	0	2
3404881	P38532	HSF1_MOUSE	Hsf1	Q8WYQ5	DGCR8_HUMAN	DGCR8	2	2	2	0	2
3405810	Q8BGH2	SAM50_MOUSE	Samm50	Q8WYQ5	DGCR8_HUMAN	DGCR8	2	2	2	0	2
3405879	P25206	MCM3_MOUSE	Mcm3	Q8WYQ5	DGCR8_HUMAN	DGCR8	2	2	2	0	2
3407011	Q8CCJ3	UFL1_MOUSE	Ufl1	Q8WYQ5	DGCR8_HUMAN	DGCR8	2	2	2	0	2
3407882	Q9D1D4	TMEDA_MOUSE	Tmed10	Q8WYQ5	DGCR8_HUMAN	DGCR8	2	2	2	0	2
3388682	Q9Z0Y1	DCTN3_MOUSE	Dctn3	Q8WZA0	LZIC_HUMAN	LZIC	2	2	2	0	2
3388835	P33215	NEDD1_MOUSE	Nedd1	Q8WZA0	LZIC_HUMAN	LZIC	2	2	2	0	2
3390867	P11440	CDK1_MOUSE	Cdk1	Q8WZA9	IRGQ_HUMAN	IRGQ	2	2	2	0	2
3394453	Q8BL66	EEA1_MOUSE	Eea1	Q8WZA9	IRGQ_HUMAN	IRGQ	2	2	2	0	2
3402082	Q91WC0	SETD3_MOUSE	Setd3	Q8WZA9	IRGQ_HUMAN	IRGQ	2	2	2	0	2
3408070	Q9D1D4	TMEDA_MOUSE	Tmed10	Q8WZA9	IRGQ_HUMAN	IRGQ	2	2	2	0	2
3343205	Q3U1J4	DDB1_MOUSE	Ddb1	Q92466	DDB2_HUMAN	DDB2	4	3	3	0	4
3389717	Q6ZWV7	RL35_MOUSE	Rpl35	Q92499	DDX1_HUMAN	DDX1	2	2	2	0	2
3393383	P23116	EIF3A_MOUSE	Eif3a	Q92499	DDX1_HUMAN	DDX1	2	2	2	0	2
3396851	Q61879	MYH10_MOUSE	Myh10	Q92499	DDX1_HUMAN	DDX1	2	2	2	0	2
3401041	Q99PL5	RRBP1_MOUSE	Rrbp1	Q92499	DDX1_HUMAN	DDX1	2	2	2	0	2
3406861	P56959	FUS_MOUSE	Fus	Q92499	DDX1_HUMAN	DDX1	2	2	2	0	2
3395315	O08581	KCNK1_MOUSE	Kcnk1	Q92504	S39A7_HUMAN	SLC39A7	2	2	2	0	2
3396186	Q64430	ATP7A_MOUSE	Atp7a	Q92504	S39A7_HUMAN	SLC39A7	2	2	2	0	2
3397629	Q3TCH7	CUL4A_MOUSE	Cul4a	Q92504	S39A7_HUMAN	SLC39A7	2	2	2	0	2
3398014	P10126	EF1A1_MOUSE	Eef1a1	Q92504	S39A7_HUMAN	SLC39A7	2	2	2	0	2
3408126	Q9R0Q3	TMED2_MOUSE	Tmed2	Q92504	S39A7_HUMAN	SLC39A7	2	2	2	0	2
3392029	P35278	RAB5C_MOUSE	Rab5c	Q92508	PIEZ1_HUMAN	PIEZO1	2	2	2	0	2
3401045	Q99PL5	RRBP1_MOUSE	Rrbp1	Q92522	H1X_HUMAN	H1FX	2	2	2	0	2
3414162	Q9QZD9	EIF3I_MOUSE	Eif3i	Q92522	H1X_HUMAN	H1FX	2	2	2	0	2
3402039	Q3UHI0	CCSE2_MOUSE	Ccser2	Q92538	GBF1_HUMAN	GBF1	2	2	2	0	2
3408233	Q9Z1Z0	USO1_MOUSE	Uso1	Q92544	TM9S4_HUMAN	TM9SF4	2	2	2	0	2
3395318	O08581	KCNK1_MOUSE	Kcnk1	Q92545	TM131_HUMAN	TMEM131	2	2	2	0	2
3402361	Q8BKN5	GCP5_MOUSE	Tubgcp5	Q92545	TM131_HUMAN	TMEM131	2	2	2	0	2
3403011	Q91W50	CSDE1_MOUSE	Csde1	Q92545	TM131_HUMAN	TMEM131	2	2	2	0	2
3401017	Q99PL5	RRBP1_MOUSE	Rrbp1	Q92547	TOPB1_HUMAN	TOPBP1	2	2	2	0	2
3392411	Q62036	CP131_MOUSE	Cep131	Q92552	RT27_HUMAN	MRPS27	2	2	2	0	2
3393042	Q8BFY9	TNPO1_MOUSE	Tnpo1	Q92552	RT27_HUMAN	MRPS27	2	2	2	0	2
3407012	Q8CCJ3	UFL1_MOUSE	Ufl1	Q92552	RT27_HUMAN	MRPS27	2	2	2	0	2
3408163	Q9R0Q3	TMED2_MOUSE	Tmed2	Q92552	RT27_HUMAN	MRPS27	2	2	2	0	2
3408315	Q9CY25	MIS12_MOUSE	Mis12	Q92552	RT27_HUMAN	MRPS27	2	2	2	0	2
3408401	Q9CU62	SMC1A_MOUSE	Smc1a	Q92552	RT27_HUMAN	MRPS27	2	2	2	0	2
3405692	Q8CAF4	NHSL1_MOUSE	Nhsl1	Q92558	WASF1_HUMAN	WASF1	2	2	2	0	2
3390875	P11440	CDK1_MOUSE	Cdk1	Q92572	AP3S1_HUMAN	AP3S1	2	2	2	0	2
3406153	P33174	KIF4_MOUSE	Kif4	Q92572	AP3S1_HUMAN	AP3S1	2	2	2	0	2
3407904	Q9D1D4	TMEDA_MOUSE	Tmed10	Q92572	AP3S1_HUMAN	AP3S1	2	2	2	0	2
3415496	Q9D0K0	TBCD7_MOUSE	Tbc1d7	Q92574	TSC1_HUMAN	TSC1	2	2	2	0	2
3392729	Q9CSU0	RPR1B_MOUSE	Rprd1b	Q92576	PHF3_HUMAN	PHF3	2	2	2	0	2
3405618	Q6PDI5	ECM29_MOUSE	Ecm29	Q92576	PHF3_HUMAN	PHF3	2	2	2	0	2
3391881	Q6KCD5	NIPBL_MOUSE	Nipbl	Q92585	MAML1_HUMAN	MAML1	2	2	2	0	2
3409739	Q80UG5	SEPT9_MOUSE	Sept9	Q92599	SEPT8_HUMAN	SEPT8	2	2	2	0	2
3409804	Q8C1B7	SEP11_MOUSE	Sept11	Q92599	SEPT8_HUMAN	SEPT8	2	2	2	0	2
3394734	Q8C5L3	CNOT2_MOUSE	Cnot2	Q92600	RCD1_HUMAN	RQCD1	2	2	2	0	2
3402970	P58871	TB182_MOUSE	Tnks1bp1	Q92600	RCD1_HUMAN	RQCD1	2	2	2	0	2
3389796	Q6ZWV7	RL35_MOUSE	Rpl35	Q92604	LGAT1_HUMAN	LPGAT1	2	2	2	0	2
3391485	P36895	BMR1A_MOUSE	Bmpr1a	Q92604	LGAT1_HUMAN	LPGAT1	2	2	2	0	2
3391705	O35387	HAX1_MOUSE	Hax1	Q92604	LGAT1_HUMAN	LPGAT1	2	2	2	0	2
3722439	P02879	RICI_RICCO	NA	Q92611	EDEM1_HUMAN	EDEM1	2	1	2	0	3
3392221	P83917	CBX1_MOUSE	Cbx1	Q92613	JADE3_HUMAN	JADE3	2	2	2	0	2
3396202	Q61687	ATRX_MOUSE	Atrx	Q92613	JADE3_HUMAN	JADE3	2	2	2	0	2
3410811	P09450	JUNB_MOUSE	Junb	Q92613	JADE3_HUMAN	JADE3	2	2	2	0	2
3388700	Q9Z0Y1	DCTN3_MOUSE	Dctn3	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3389008	P62141	PP1B_MOUSE	Ppp1cb	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3394131	O08917	FLOT1_MOUSE	Flot1	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3397411	P60710	ACTB_MOUSE	Actb	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3398912	Q9ERG0	LIMA1_MOUSE	Lima1	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3400141	Q9D6P8	CALL3_MOUSE	Calml3	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3400805	Q9WUM4	COR1C_MOUSE	Coro1c	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3405244	Q8VDD5	MYH9_MOUSE	Myh9	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	3
3405343	Q9WTI7	MYO1C_MOUSE	Myo1c	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3406179	Q61879	MYH10_MOUSE	Myh10	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3406389	P53351	PLK2_MOUSE	Plk2	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3406591	Q6ZPU9	KBP_MOUSE	Kif1bp	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3407702	P11688	ITA5_MOUSE	Itga5	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3407977	A2APB8	TPX2_MOUSE	Tpx2	Q92614	MY18A_HUMAN	MYO18A	2	2	2	0	2
3389822	Q6ZWV7	RL35_MOUSE	Rpl35	Q92615	LAR4B_HUMAN	LARP4B	2	2	2	0	2
3393328	P23116	EIF3A_MOUSE	Eif3a	Q92615	LAR4B_HUMAN	LARP4B	2	2	2	0	2
3399289	Q8R050	ERF3A_MOUSE	Gspt1	Q92615	LAR4B_HUMAN	LARP4B	2	2	2	0	2
3400882	Q9Z2X1	HNRPF_MOUSE	Hnrnpf	Q92615	LAR4B_HUMAN	LARP4B	2	2	2	0	2
3414227	P29341	PABP1_MOUSE	Pabpc1	Q92615	LAR4B_HUMAN	LARP4B	2	2	2	0	2
3388648	P83887	TBG1_MOUSE	Tubg1	Q92616	GCN1_HUMAN	GCN1	2	2	2	0	2
3391403	P36895	BMR1A_MOUSE	Bmpr1a	Q92616	GCN1_HUMAN	GCN1	2	2	2	0	2
3392883	P05214	TBA3_MOUSE	Tuba3b	Q92616	GCN1_HUMAN	GCN1	2	2	2	0	2
3394491	Q8VC57	KCTD5_MOUSE	Kctd5	Q92616	GCN1_HUMAN	GCN1	2	2	2	0	2
3395339	O08581	KCNK1_MOUSE	Kcnk1	Q92616	GCN1_HUMAN	GCN1	2	2	2	0	2
3400545	Q7TSI3	PP6R1_MOUSE	Ppp6r1	Q92616	GCN1_HUMAN	GCN1	2	2	2	0	2
3400554	Q6P2K6	P4R3A_MOUSE	Ppp4r3a	Q92620	PRP16_HUMAN	DHX38	2	2	2	0	2
3389156	Q6PFD9	NUP98_MOUSE	Nup98	Q92621	NU205_HUMAN	NUP205	2	2	2	0	2
3389538	Q8BH74	NU107_MOUSE	Nup107	Q92621	NU205_HUMAN	NUP205	2	2	2	0	2
3389571	Q99P88	NU155_MOUSE	Nup155	Q92621	NU205_HUMAN	NUP205	2	2	2	0	2
3389938	Q9ERU9	RBP2_MOUSE	Ranbp2	Q92621	NU205_HUMAN	NUP205	2	2	2	0	2
3392484	Q80U93	NU214_MOUSE	Nup214	Q92621	NU205_HUMAN	NUP205	2	2	2	0	2
3397128	Q8VE37	RCC1_MOUSE	Rcc1	Q92621	NU205_HUMAN	NUP205	2	2	2	0	2
3397173	P63280	UBC9_MOUSE	Ube2i	Q92621	NU205_HUMAN	NUP205	2	2	2	0	2
3393444	P61327	MGN_MOUSE	Magoh	Q92624	APBP2_HUMAN	APPBP2	2	2	2	0	2
3392076	P35278	RAB5C_MOUSE	Rab5c	Q92665	RT31_HUMAN	MRPS31	2	2	2	0	2
3396255	A2AHJ4	BRWD3_MOUSE	Brwd3	Q92665	RT31_HUMAN	MRPS31	2	2	2	0	2
3411411	P70270	RAD54_MOUSE	Rad54l	Q92665	RT31_HUMAN	MRPS31	2	2	2	0	2
3392740	Q9CSU0	RPR1B_MOUSE	Rprd1b	Q92667	AKAP1_HUMAN	AKAP1	2	2	2	0	2
3402172	P68181	KAPCB_MOUSE	Prkacb	Q92667	AKAP1_HUMAN	AKAP1	2	2	2	0	2
3402196	Q8K1M3	Q8K1M3_MOUSE	Prkar2a	Q92667	AKAP1_HUMAN	AKAP1	2	2	2	0	2
3403864	Q9QYM8	CENPH_MOUSE	Cenph	Q92674	CENPI_HUMAN	CENPI	2	2	2	0	2
3393771	Q9D287	SPF27_MOUSE	Bcas2	Q92733	PRCC_HUMAN	PRCC	2	2	2	0	2
3397966	P63154	CRNL1_MOUSE	Crnkl1	Q92733	PRCC_HUMAN	PRCC	2	2	2	0	2
3388683	Q9Z0Y1	DCTN3_MOUSE	Dctn3	Q92738	US6NL_HUMAN	USP6NL	2	2	2	0	2
3395356	Q60700	M3K12_MOUSE	Map3k12	Q92738	US6NL_HUMAN	USP6NL	2	2	2	0	2
3398026	P63330	PP2AA_MOUSE	Ppp2ca	Q92738	US6NL_HUMAN	USP6NL	2	2	2	0	2
3404078	E9Q3P4	E9Q3P4_MOUSE	Cenpf	Q92738	US6NL_HUMAN	USP6NL	2	2	2	0	2
3408007	Q9R1K9	CETN2_MOUSE	Cetn2	Q92738	US6NL_HUMAN	USP6NL	2	2	2	0	2
3397495	P60710	ACTB_MOUSE	Actb	Q92747	ARC1A_HUMAN	ARPC1A	2	2	2	0	2
3389843	Q6ZWV7	RL35_MOUSE	Rpl35	Q92759	TF2H4_HUMAN	GTF2H4	2	2	2	0	2
3389598	Q9CSN1	SNW1_MOUSE	Snw1	Q92766	RREB1_HUMAN	RREB1	2	2	2	0	2
3390650	Q8BGZ4	CDC23_MOUSE	Cdc23	Q92766	RREB1_HUMAN	RREB1	2	2	2	0	2
3394751	P97470	PP4C_MOUSE	Ppp4c	Q92766	RREB1_HUMAN	RREB1	2	2	2	0	2
3392205	P83917	CBX1_MOUSE	Cbx1	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3394792	P80318	TCPG_MOUSE	Cct3	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3406269	O35207	CDKA1_MOUSE	Cdk2ap1	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3406529	Q9Z2E1	MBD2_MOUSE	Mbd2	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3406877	O88286	WIZ_MOUSE	Wiz	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3410497	Q8K4B0	MTA1_MOUSE	Mta1	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3410507	Q9R190	MTA2_MOUSE	Mta2	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3413284	P59178	LMBL2_MOUSE	L3mbtl2	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3414200	Q8C8M1	FA60A_MOUSE	Fam60a	Q92769	HDAC2_HUMAN	HDAC2	2	2	2	0	2
3318592	Q99LI8	HGS_MOUSE	Hgs	Q92783	STAM1_HUMAN	STAM	2	2	2	0	2
3391906	Q7TSY8	SGOL2_MOUSE	Sgol2	Q92785	REQU_HUMAN	DPF2	2	2	2	0	2
3392818	Q9WTX6	CUL1_MOUSE	Cul1	Q92785	REQU_HUMAN	DPF2	2	2	2	0	2
3392926	Q9JJR9	NRIP3_MOUSE	Nrip3	Q92785	REQU_HUMAN	DPF2	2	2	2	0	2
3406547	O08664	BCL7C_MOUSE	Bcl7c	Q92785	REQU_HUMAN	DPF2	2	2	2	0	2
3408041	Q9ERZ6	FIGN_MOUSE	Fign	Q92785	REQU_HUMAN	DPF2	2	2	2	0	2
3414245	P97496	SMRC1_MOUSE	Smarcc1	Q92785	REQU_HUMAN	DPF2	2	2	2	0	2
3389791	Q6ZWV7	RL35_MOUSE	Rpl35	Q92794	KAT6A_HUMAN	KAT6A	2	2	2	0	2
3405453	Q9WTI7	MYO1C_MOUSE	Myo1c	Q92794	KAT6A_HUMAN	KAT6A	2	2	2	0	2
3407986	A2APB8	TPX2_MOUSE	Tpx2	Q92794	KAT6A_HUMAN	KAT6A	2	2	2	0	2
3415240	Q6PDM2	SRSF1_MOUSE	Srsf1	Q92794	KAT6A_HUMAN	KAT6A	2	2	2	0	2
3313543	P30680	SSR2_RAT	Sstr2	Q92796	DLG3_HUMAN	DLG3	2	2	2	0	2
3411397	P41136	ID2_MOUSE	Id2	Q92797	SYMPK_HUMAN	SYMPK	2	2	2	0	2
3392588	Q62376	RU17_MOUSE	Snrnp70	Q92804	RBP56_HUMAN	TAF15	2	2	2	0	2
3406856	P56959	FUS_MOUSE	Fus	Q92804	RBP56_HUMAN	TAF15	2	2	2	0	2
3415190	Q6PDM2	SRSF1_MOUSE	Srsf1	Q92804	RBP56_HUMAN	TAF15	2	2	2	0	2
3392969	Q8BQ46	Q8BQ46_MOUSE	Taf15	Q92805	GOGA1_HUMAN	GOLGA1	2	2	2	0	2
3406257	Q60520	SIN3A_MOUSE	Sin3a	Q92805	GOGA1_HUMAN	GOLGA1	2	2	2	0	2
3393760	Q9D287	SPF27_MOUSE	Bcas2	Q92817	EVPL_HUMAN	EVPL	2	2	2	0	2
3393787	Q9CWL8	CTBL1_MOUSE	Ctnnbl1	Q92817	EVPL_HUMAN	EVPL	2	2	2	0	2
3407381	Q02257	PLAK_MOUSE	Jup	Q92817	EVPL_HUMAN	EVPL	2	2	2	0	2
3388687	Q9Z0Y1	DCTN3_MOUSE	Dctn3	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3396822	Q61879	MYH10_MOUSE	Myh10	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	3
3397520	P60710	ACTB_MOUSE	Actb	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3398732	Q80X90	FLNB_MOUSE	Flnb	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3398926	Q9ERG0	LIMA1_MOUSE	Lima1	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3400327	Q9JHJ0	TMOD3_MOUSE	Tmod3	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3400457	P58771	TPM1_MOUSE	Tpm1	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3400708	Q9WUM4	COR1C_MOUSE	Coro1c	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3402873	Q9JLB0	MPP6_MOUSE	Mpp6	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3405179	Q8VDD5	MYH9_MOUSE	Myh9	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	3
3405390	Q9WTI7	MYO1C_MOUSE	Myo1c	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3408181	Q9R0Q3	TMED2_MOUSE	Tmed2	Q92828	COR2A_HUMAN	CORO2A	2	2	2	0	2
3390174	Q8R349	CDC16_MOUSE	Cdc16	Q92833	JARD2_HUMAN	JARID2	2	2	2	0	2
3390863	P11440	CDK1_MOUSE	Cdk1	Q92833	JARD2_HUMAN	JARID2	2	2	2	0	2
3406829	P56959	FUS_MOUSE	Fus	Q92841	DDX17_HUMAN	DDX17	2	2	2	0	2
3415217	Q6PDM2	SRSF1_MOUSE	Srsf1	Q92841	DDX17_HUMAN	DDX17	2	2	2	0	2
3322249	Q91ZE9	BMF_MOUSE	Bmf	Q92843	B2CL2_HUMAN	BCL2L2	2	2	2	0	2
3405470	O35066	KIF3C_MOUSE	Kif3c	Q92845	KIFA3_HUMAN	KIFAP3	2	2	2	0	2
3328617	Q6NZQ4	PAXI1_MOUSE	Paxip1	Q92878	RAD50_HUMAN	RAD50	2	1	2	0	3
3389608	Q6ZQH8	NU188_MOUSE	Nup188	Q92878	RAD50_HUMAN	RAD50	2	2	2	0	2
3390879	Q99MK9	RASF1_MOUSE	Rassf1	Q92878	RAD50_HUMAN	RAD50	2	2	2	0	2
3396891	E9Q4K7	E9Q4K7_MOUSE	Kif13b	Q92878	RAD50_HUMAN	RAD50	2	2	2	0	2
3396915	Q60575	KIF1B_MOUSE	Kif1b	Q92878	RAD50_HUMAN	RAD50	2	2	2	0	2
3401834	Q8CIF6	SIDT2_MOUSE	Sidt2	Q92878	RAD50_HUMAN	RAD50	2	2	2	0	2
3415497	E9Q512	E9Q512_MOUSE	Trip11	Q92878	RAD50_HUMAN	RAD50	2	2	2	0	2
3405576	Q8VDD5	MYH9_MOUSE	Myh9	Q92879	CELF1_HUMAN	CELF1	2	2	2	0	2
3391689	Q3U1J4	DDB1_MOUSE	Ddb1	Q92889	XPF_HUMAN	ERCC4	2	2	2	0	2
3405089	Q91YS4	Q91YS4_MOUSE	Klc2	Q92889	XPF_HUMAN	ERCC4	2	2	2	0	2
3411427	Q91ZJ0	MUS81_MOUSE	Mus81	Q92889	XPF_HUMAN	ERCC4	2	2	2	0	2
3402394	Q6ZQ29	TAOK2_MOUSE	Taok2	Q92900	RENT1_HUMAN	UPF1	2	2	2	0	2
3402406	P70372	ELAV1_MOUSE	Elavl1	Q92900	RENT1_HUMAN	UPF1	2	2	2	0	2
3415569	Q9Z172	SUMO3_MOUSE	Sumo3	Q92900	RENT1_HUMAN	UPF1	2	2	2	0	2
3393271	Q3TLR7	DTL_MOUSE	Dtl	Q92905	CSN5_HUMAN	COPS5	2	2	2	0	2
3391311	Q9WVM1	RGAP1_MOUSE	Racgap1	Q92917	GPKOW_HUMAN	GPKOW	2	2	2	0	2
3408256	Q9R1K9	CETN2_MOUSE	Cetn2	Q92917	GPKOW_HUMAN	GPKOW	2	2	2	0	2
